ID_PROVA_BRASIL,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q018,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,CONDICAO
2015,2,27044289,3,1,604390,1,9,17847876,4,7,BABDADDDABABB,BCDBAACDABABA,1,270915231,1.125.000.000.000.000,246.763.791.000.000.000,19.989.966.000.000.000,A,B,D,B,C,B,A,B,A,A,A,A,A,D,F,A,B,B,A,G,A,A,A,A,C,B,B,C,A,C,B,C,B,A,C,E,B,A,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044327,3,1,604412,2,9,17848578,5,1,CABABDCABCDDB,BCAACDBCCDCDC,1,270915231,1.051.282.051.300.000,278.718.438.000.000.000,18.472.584.000.000.000,A,B,D,C,D,B,B,C,A,A,A,A,A,C,F,A,B,A,A,C,B,A,B,A,B,B,B,C,B,B,C,C,B,C,A,A,B,B,A,B,A,A,B,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848721.069752,2.139103,5.901081,BBADDDCDDABDA,CABAABCCCACDB,1,270915232,1.166.666.666.700.000,263.988.621.000.000.000,20.608.829.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,A,B,B,A,A,C,B,B,B,A,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848716.560273,2.58372,1.201817,ADABACBBBBADA,BBAADCCADCADA,1,270915232,1.166.666.666.700.000,287.039.959.000.000.000,19.880.550.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,A,B,B,A,A,C,B,B,B,B,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848711.032948,4.889129,6.642783,BBBACDCCCACDC,DAADBCDDDBABA,1,270915232,1.166.666.666.700.000,314.456.841.000.000.000,20.706.840.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,G,B,B,A,A,C,B,B,B,B,C,B,C,B,A,D,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604396,2,9,17848070,5,6,CDDACDCDCADDA,ADBBDBBDBCDAA,1,270915231,1.260.869.565.200.000,233.840.431.000.000.000,24.969.579.000.000.000,B,B,C,D,B,B,A,B,A,A,B,A,A,C,B,B,A,A,B,B,A,A,A,A,A,B,A,B,A,B,B,C,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847691.8517,4.651015,2.220799,CBDCABDBBBADB,BCBACDDBBACAB,1,270915232,1.031.250.000.000.000,258.546.829.000.000.000,19.654.833.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,B,A,B,B,A,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604397,2,9,17848100,7,2,CBBCBBDDABAAA,BCACBDCCDCDCA,1,270915231,1.032.258.064.500.000,245.970.226.000.000.000,21.451.592.000.000.000,B,B,D,C,D,B,B,B,A,A,B,A,A,D,E,A,A,A,B,E,A,A,B,A,B,A,C,C,B,B,B,B,B,A,C,B,B,B,A,A,A,A,A,A,A,B,A,A,C,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847682.608068,5.676123,2.422138,BBAACACACCACB,BDCAACBBCADDA,1,270915232,1.031.250.000.000.000,248.943.670.000.000.000,21.065.884.000.000.000,A,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,G,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848729.55297,5,6.316391,DBDDBCDACBABA,BDBDAACDBBDBB,1,270915232,1.166.666.666.700.000,297.286.829.000.000.000,20.737.803.000.000.000,A,B,A,C,B,B,B,B,A,A,A,A,A,E,E,A,A,A,A,B,B,B,A,A,B,A,B,B,A,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604386,1,9,17847725,2,3,BDAACDCADCBDD,BAAABCDDBBABA,1,270915231,1.088.235.294.100.000,267.541.041.000.000.000,18.416.609.000.000.000,A,B,A,B,B,A,B,B,B,A,A,A,A,D,E,A,B,B,A,C,A,A,A,A,B,B,B,B,B,B,B,C,C,A,B,A,B,B,A,A,A,A,B,A,B,B,A,C,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848711.731837,3.162574,4.857407,BADDBADDBBDBB,AADAABDDAAAAA,1,270915232,1.166.666.666.700.000,261.866.314.000.000.000,19.033.820.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848727,2,4,CCADDDCADBADA,BADDADDDBADDB,1,270915232,1.166.666.666.700.000,270.869.837.000.000.000,21.853.829.000.000.000,A,B,G,B,B,B,A,B,A,A,B,A,A,C,E,A,A,B,A,B,A,A,B,A,C,A,A,B,A,A,C,C,B,A,C,B,B,B,A,A,A,A,A,A,B,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604394,1,9,17848002,4,5,BDDDADCDBBCDC,CADACACACCDDD,1,270915231,1.032.258.064.500.000,293.166.231.000.000.000,21.886.059.000.000.000,A,B,A,C,B,A,B,C,B,A,B,A,B,C,E,A,A,A,A,E,A,A,A,A,B,B,B,A,A,A,B,C,C,B,C,A,A,B,A,A,A,A,B,A,B,B,A,A,C,'ABAIXO DA MEDIA'
2015,2,27044289,3,1,604389,2,9,17847842,6,1,DBDBBCBBBBBDA,BCAACDDCCACDD,1,270915231,1.280.000.000.000.000,307.616.229.000.000.000,21.154.584.000.000.000,A,A,J,D,C,B,C,B,B,A,B,B,B,C,E,A,A,A,A,D,A,A,A,A,B,B,B,A,A,B,B,B,A,A,D,B,B,B,A,A,A,A,A,A,A,A,A,A,C,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604391,1,9,17847916,7,2,ABAADDDCBBCDD,BCDBDDCADCCDC,1,270915231,1.166.666.666.700.000,215.263.335.000.000.000,20.832.508.000.000.000,B,B,J,D,B,B,A,B,B,A,A,A,A,D,C,A,A,A,B,A,B,B,B,A,C,B,A,B,A,A,B,C,C,C,A,D,B,B,B,A,A,A,A,A,A,A,A,C,A,'ABAIXO DA MEDIA'
2015,2,27044327,3,1,604409,2,9,17848479,2,3,CDAACCCADADCA,DBDDBCDBCBDBD,1,270915231,1.184.210.526.300.000,241.007.031.000.000.000,19.845.290.000.000.000,A,C,K,E,C,B,B,B,B,B,B,A,B,E,F,A,A,A,A,B,A,A,A,A,B,A,B,B,B,A,A,B,B,B,C,E,B,C,A,B,A,A,A,A,A,A,A,A,D,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847692.466354,4.464135,6.618465,CBDCABDBBBADB,BCBACDDBBACAB,1,270915232,1.031.250.000.000.000,258.546.829.000.000.000,19.654.833.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,B,A,B,B,A,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27044475,3,1,604418,2,9,17848779,2,4,BCAADBCADABDA,BADDADDDBBABC,1,270915231,1.153.846.153.800.000,277.030.652.000.000.000,21.220.586.000.000.000,B,B,G,C,A,B,B,B,B,A,A,A,A,C,C,B,B,B,B,G,A,B,B,A,C,B,C,B,B,A,B,C,C,B,C,B,B,A,A,A,A,A,A,B,B,A,B,B,D,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847691.350491,5.249831,4.007414,BADDAADDBBDDB,BCCBBCBBBCADA,1,270915232,1.031.250.000.000.000,321.464.331.000.000.000,22.924.128.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,D,A,A,A,A,B,B,B,B,B,A,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847704.210849,3.741966,3.306852,BADDAACDBBDDB,CBAACDCACCADD,1,270915232,1.031.250.000.000.000,328.548.401.000.000.000,22.668.660.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,A,A,A,G,A,A,B,A,C,B,A,A,A,A,B,C,C,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604390,1,9,17847873,4,5,BACDAACDBBDDC,CABACDCACCBDA,1,270915231,1.125.000.000.000.000,345.337.332.000.000.000,24.292.372.000.000.000,A,B,J,C,D,D,C,B,A,A,A,B,C,D,E,A,A,A,B,G,A,B,B,A,B,B,B,B,B,A,A,B,B,B,D,B,B,B,A,A,A,A,A,B,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848729.592138,4.568589,2.614543,AABACCBDBCDAA,BCBACDBCCDCDD,1,270915232,1.166.666.666.700.000,240.972.157.000.000.000,20.381.569.000.000.000,A,B,B,B,B,B,B,B,A,A,B,A,A,D,E,A,A,A,A,B,A,B,A,A,C,A,B,B,A,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604393,1,9,17847969,4,5,BAADACCCBACDB,AADACCCCCADBB,1,270915231,1.071.428.571.400.000,236.526.673.000.000.000,22.347.135.000.000.000,B,B,G,C,E,B,D,B,B,A,B,A,B,E,D,A,A,A,A,F,A,A,A,A,C,A,A,C,C,A,B,B,C,A,D,B,B,B,C,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847703.272336,4.947803,4.410692,CABACDCACCCCA,BDCBBCBBBAACA,1,270915232,1.031.250.000.000.000,291.958.970.000.000.000,18.841.104.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,A,A,B,G,A,A,B,A,C,B,B,A,A,A,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044360,3,2,604414,2,9,17848658,6,2,DABDCCBBBAADB,DBAADAABDCDBA,1,270915232,1.037.037.037.000.000,218.587.503.000.000.000,20.761.658.000.000.000,A,A,B,C,B,A,A,B,B,A,A,A,A,C,D,A,A,B,A,A,A,B,A,A,C,B,B,B,B,B,B,A,C,A,A,E,A,C,A,A,A,A,B,A,A,B,A,A,C,'ABAIXO DA MEDIA'
2015,2,27044475,3,1,604418,2,9,17848788,7,1,BBDDABDDBBABC,BCBBCDDDCACDC,1,270915231,1.153.846.153.800.000,269.231.526.000.000.000,18.096.407.000.000.000,A,E,B,H,B,B,B,B,A,A,A,A,A,C,C,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,C,B,E,C,B,D,A,A,C,B,B,A,A,A,A,A,D,'ABAIXO DA MEDIA'
2015,2,27044319,3,1,604406,2,9,17848390,7,2,CCDDABCDABBAD,BDDADDCADDDDA,1,270915231,1.040.000.000.000.000,253.266.516.000.000.000,16.647.947.000.000.000,B,B,E,D,D,B,B,C,C,A,A,A,B,C,B,B,B,A,B,G,B,B,A,A,C,B,C,B,B,B,C,B,B,A,E,B,B,A,A,A,A,A,A,B,A,A,B,C,C,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848710.097252,4.814271,3.761683,BBBACDCCCACDC,DAADBCDDDBABA,1,270915232,1.166.666.666.700.000,314.456.841.000.000.000,20.706.840.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,G,B,B,A,A,C,B,B,B,B,C,B,C,B,A,D,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847689.965445,5.349091,5.113143,CBDCABDBBBADB,BCBACDDBBACAB,1,270915232,1.031.250.000.000.000,258.546.829.000.000.000,19.654.833.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,B,A,B,B,A,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848711.198691,6.685053,2.609586,BADDBADDBBDBB,AADAABDDAAAAA,1,270915232,1.166.666.666.700.000,261.866.314.000.000.000,19.033.820.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044319,3,1,604406,2,9,17848386,7,1,CDDBACDDAAABA,BCCDCDDBCCCAC,1,270915231,1.040.000.000.000.000,249.234.508.000.000.000,17.471.372.000.000.000,B,B,D,D,C,A,B,B,B,A,B,A,A,D,D,A,A,A,A,E,A,A,A,A,C,A,C,A,B,A,C,C,C,B,D,D,B,A,C,B,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848717.725631,4.485334,4.066271,BBBACDCCCACDC,DAADBCDDDBABA,1,270915232,1.166.666.666.700.000,314.456.841.000.000.000,20.706.840.000.000.000,A,B,K,C,B,B,B,B,A,A,A,A,A,C,D,A,A,A,A,B,B,B,A,A,C,A,B,B,B,C,C,C,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847704.223114,4.346255,6.045429,CABACDCACCCCA,BDCBBCBBBAACA,1,270915232,1.031.250.000.000.000,291.958.970.000.000.000,18.841.104.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,A,A,B,G,A,A,B,A,C,B,B,A,A,A,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847687.758949,6.106154,1,BADDAADDBBDDB,BCCBBCBBBCADA,1,270915232,1.031.250.000.000.000,321.464.331.000.000.000,22.924.128.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,D,A,A,A,A,B,B,B,B,B,A,B,B,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604392,1,9,17847948,2,5,BBAADDCADDDDA,CABACDBACCCBA,1,270915231,1.030.303.030.300.000,307.756.276.000.000.000,20.771.245.000.000.000,B,B,C,B,D,B,A,C,C,A,B,A,C,C,F,A,A,A,B,G,A,A,A,A,C,B,A,C,A,A,B,B,B,B,C,B,B,A,C,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848706.102789,1.161477,5.585335,BBBACDCCCACDC,DAADBCDDDBABA,1,270915232,1.166.666.666.700.000,314.456.841.000.000.000,20.706.840.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,D,D,A,A,A,A,G,B,B,A,A,C,B,B,B,B,C,B,C,B,A,D,E,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604388,2,9,17847810,6,7,DCCDBCBBBDADA,BAADADDDCBCAD,1,270915231,1.156.250.000.000.000,238.308.282.000.000.000,18.697.310.000.000.000,B,B,E,B,C,B,B,B,B,A,B,A,A,E,F,A,A,A,C,A,B,B,A,A,B,B,C,B,A,A,B,B,C,B,B,A,B,B,A,A,A,A,A,B,A,B,B,B,A,'ABAIXO DA MEDIA'
2015,2,27044475,3,1,604418,2,9,17848778,5,6,DACABACACCCAB,ACCBBCBBBCAAA,1,270915231,1.153.846.153.800.000,271.499.830.000.000.000,21.721.164.000.000.000,B,B,K,C,B,B,B,C,A,A,B,A,B,D,F,A,A,A,A,A,B,B,A,A,C,B,B,C,B,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,B,B,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604394,1,9,17848020,4,7,BDDDACCCBBAAD,CBDBBBCDBBBAA,1,270915231,1.032.258.064.500.000,239.617.741.000.000.000,18.924.019.000.000.000,A,C,E,C,B,A,B,B,A,B,A,A,A,D,F,A,B,B,A,G,B,B,A,A,A,B,B,B,B,B,B,C,C,B,D,B,B,C,A,A,A,A,B,B,A,B,B,B,A,'ABAIXO DA MEDIA'
2015,2,27044289,3,1,604389,2,9,17847830,4,5,BABDAACDCCDAC,CABACDCACCDDB,1,270915231,1.280.000.000.000.000,299.617.444.000.000.000,22.244.111.000.000.000,A,B,A,C,B,A,B,B,A,A,A,A,A,D,F,A,A,A,A,A,B,B,A,A,A,B,B,B,A,A,B,C,C,B,B,A,B,B,A,B,A,A,B,A,A,B,A,C,C,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848711.302503,6.433455,2.244802,BADDBADDBBDBB,AADAABDDAAAAA,1,270915232,1.166.666.666.700.000,261.866.314.000.000.000,19.033.820.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604398,2,9,17848135,1,3,BCBACDDCCABBB,DABDBCDDDBACA,1,270915231,0.972972973000000,309.482.571.000.000.000,19.567.014.000.000.000,B,B,L,C,B,B,B,B,B,A,A,A,A,C,D,A,B,B,C,G,B,B,A,A,B,A,A,C,A,B,B,C,C,B,D,D,B,B,A,A,A,A,A,A,B,B,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847697.526125,3,5.44096,CAAACDCACCDAA,ABDDAADDABADA,1,270915232,1.031.250.000.000.000,284.782.509.000.000.000,17.303.448.000.000.000,B,B,H,C,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,C,B,B,B,A,A,B,C,C,B,B,C,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848706,1,3,BBBACDCCCACDC,DAADBCDDDBABA,1,270915232,1.166.666.666.700.000,314.456.841.000.000.000,20.706.840.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,C,B,A,A,A,B,G,B,B,A,A,C,C,B,C,B,B,C,C,B,A,D,E,B,B,A,A,A,A,B,A,B,C,B,B,A,'ACIMA DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848713.405538,6.967245,6.932083,BADDBADDBBDBB,AADAABDDAAAAA,1,270915232,1.166.666.666.700.000,261.866.314.000.000.000,19.033.820.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044297,3,1,604397,2,9,17848099,6,2,BCBBDBBBDDDDA,CCAADBDADABDA,1,270915231,1.032.258.064.500.000,241.229.002.000.000.000,22.962.473.000.000.000,A,B,H,D,B,A,B,B,A,A,A,A,A,D,F,A,B,B,A,E,A,A,B,A,C,A,B,C,A,C,B,C,C,B,C,E,B,C,A,B,A,A,A,C,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847688.419768,6.52531,5.725496,BADDAADDBBDDB,BCCBBCBBBCADA,1,270915232,1.031.250.000.000.000,321.464.331.000.000.000,22.924.128.000.000.000,B,B,B,C,B,B,B,B,B,A,A,A,A,D,D,A,A,A,A,G,A,A,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044319,3,1,604405,2,9,17848372,5,7,CACACDCADCCAD,CBDCCBCDAAABA,1,270915231,1.130.434.782.600.000,295.634.524.000.000.000,19.400.522.000.000.000,A,A,C,B,B,A,A,B,A,A,A,A,B,D,E,A,A,A,B,D,A,A,A,A,C,B,C,C,C,B,C,C,C,B,B,E,B,A,A,A,A,B,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044289,3,1,604388,2,9,17847807,4,7,BAADAADDBADAA,CCDDBCDAABCAA,1,270915231,1.156.250.000.000.000,233.987.916.000.000.000,18.364.050.000.000.000,A,B,A,B,C,B,B,B,B,A,B,B,A,D,D,A,A,A,C,E,A,A,C,A,C,C,C,C,B,B,C,B,B,B,D,A,B,C,A,A,A,A,B,B,B,B,B,B,A,'ABAIXO DA MEDIA'
2015,2,27044360,3,2,604414,2,9,17848657,2,4,ADACDCCADCADB,BACCABDDBAADA,1,270915232,1.037.037.037.000.000,231.885.388.000.000.000,21.434.954.000.000.000,A,A,E,C,B,B,B,B,A,A,B,A,A,D,F,A,A,B,A,G,A,A,B,A,B,A,B,A,A,C,B,C,C,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044327,3,1,604412,2,9,17848597,6,2,ACABBCBBBCCDD,BDACCBCBDCACD,1,270915231,1.051.282.051.300.000,225.816.909.000.000.000,20.881.431.000.000.000,A,C,C,B,D,B,B,B,A,A,C,A,B,D,F,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,B,C,B,A,B,A,A,B,A,A,A,A,B,B,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847688.841532,7,1.297096,BDABBCBBBBCBA,BCBACDBCCCCDC,1,270915232,1.031.250.000.000.000,272.904.545.000.000.000,18.177.449.000.000.000,B,B,H,C,B,B,B,B,B,A,A,A,A,D,E,A,A,A,A,G,A,A,A,A,C,B,B,B,B,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27044319,3,1,604405,2,9,17848370,1,4,BCDACBCCDCCAB,BBDDAADDBBABC,1,270915231,1.130.434.782.600.000,240.361.392.000.000.000,19.635.495.000.000.000,A,B,H,C,C,C,B,B,B,A,B,A,B,C,D,A,A,A,A,G,A,A,A,A,B,A,B,C,C,B,C,C,C,B,C,A,B,D,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044459,3,2,604416,2,9,17848722.286799,2.8926,5.499347,BBADDDCDDABDA,CABAABCCCACDB,1,270915232,1.166.666.666.700.000,263.988.621.000.000.000,20.608.829.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,A,B,B,A,A,C,B,B,B,A,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847701.164954,5.03646,5.178674,CAAACDCACCDAA,ABDDAADDABADA,1,270915232,1.031.250.000.000.000,284.782.509.000.000.000,17.303.448.000.000.000,B,B,H,C,B,B,B,B,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,C,B,B,B,A,A,B,C,C,B,B,C,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044289,3,1,604388,2,9,17847792,1,3,BCCDCCDCCDDDD,DBADBADABBCDD,1,270915231,1.156.250.000.000.000,237.275.282.000.000.000,18.394.627.000.000.000,A,B,J,D,B,B,A,B,A,A,A,A,A,D,E,A,B,B,A,A,B,B,C,A,C,B,B,C,B,C,B,C,B,B,A,E,B,A,A,A,A,A,A,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2015,2,27044297,3,1,604392,1,9,17847937,2,4,CDAADDCADCDDA,CACDAADDBBADC,1,270915231,1.030.303.030.300.000,273.772.761.000.000.000,21.885.453.000.000.000,B,B,A,B,B,B,A,B,B,B,A,A,B,D,D,A,A,A,A,D,A,A,A,A,C,B,B,B,A,A,B,C,C,B,B,A,B,B,A,A,A,A,B,A,A,B,B,B,D,'ABAIXO DA MEDIA'
2015,2,27044360,3,2,604414,2,9,17848665,1,4,BCCACDACCDDAC,BACDACDDBBAAA,1,270915232,1.037.037.037.000.000,258.374.662.000.000.000,19.086.379.000.000.000,A,B,F,B,B,B,B,B,A,A,A,A,A,D,F,A,A,A,A,B,A,A,B,A,C,B,B,B,B,C,B,B,B,B,C,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847697.730454,4.095174,5.253027,BADDAACDBBDDB,CBAACDCACCADD,1,270915232,1.031.250.000.000.000,328.548.401.000.000.000,22.668.660.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,A,A,A,G,A,A,B,A,C,B,A,A,A,A,B,C,C,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27044319,3,1,604405,2,9,17848359,1,3,BCCACDCCCACAC,DABDBCDABBBCC,1,270915231,1.130.434.782.600.000,265.018.591.000.000.000,18.077.069.000.000.000,A,A,C,C,B,B,B,B,B,A,B,A,A,C,D,C,B,B,B,F,A,A,B,A,C,B,B,C,B,A,C,C,C,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27044270,3,2,604385,2,9,17847692.133622,5.749434,3.515467,BDABBCBBBBCBA,BCBACDBCCCCDC,1,270915232,1.031.250.000.000.000,272.904.545.000.000.000,18.177.449.000.000.000,B,B,H,C,B,B,B,B,B,A,A,A,A,D,E,A,A,A,A,G,A,A,A,A,C,B,B,B,B,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
