ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_ALUNO,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,CONDICAO
2,27044289,3,1,604390,1,17847876,18,4,7,BBACDDAACADBD,ADADDBCDDADCA,1,270915231,1.125.000.000.000.000,286.942.298.000.000.000,22.615.601.000.000.000,A,B,D,B,C,B,A,B,A,A,A,A,A,D,F,A,G,B,B,A,G,A,A,A,C,B,B,C,A,B,C,B,C,B,A,C,E,A,A,A,A,A,A,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2,27044327,3,1,604412,2,17848578,19,5,1,CDDDBCBCCACBC,ADABCBCDBDBBC,1,270915231,1.051.282.051.300.000,287.542.079.000.000.000,25.716.172.000.000.000,A,B,D,C,D,B,B,C,A,A,A,A,A,C,F,A,B,B,A,A,C,B,A,B,B,B,B,C,B,B,B,C,C,B,C,A,A,B,A,B,A,A,B,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848721.069752,16.26699,2.139103,5.901081,BDCABAAABCCAC,ABADACBDDDBCC,1,270915232,1.166.666.666.700.000,287.128.867.000.000.000,24.670.147.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,A,B,B,A,C,B,B,B,A,A,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848716.560273,17.80998,2.58372,1.201817,BBACACAADCBCA,BDCBBDAABCCCC,1,270915232,1.166.666.666.700.000,305.810.039.000.000.000,22.106.198.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,A,B,B,A,C,B,B,B,B,C,A,B,C,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848711.032948,19.653579,4.889129,6.642783,ACADDBADBACDC,CBBCBAACAAADC,1,270915232,1.166.666.666.700.000,254.779.449.000.000.000,25.738.696.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,D,D,A,B,A,A,A,G,B,B,A,C,B,B,B,B,C,C,B,C,B,A,D,E,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604396,2,17848070,5,5,6,CAADDACDCDCBC,AAADDBBBCAADA,1,270915231,1.260.869.565.200.000,229.204.629.000.000.000,32.199.514.000.000.000,B,B,C,D,B,B,A,B,A,A,B,A,A,C,B,B,G,A,A,B,B,A,A,A,A,B,A,B,A,A,B,B,C,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847691.8517,5.682968,4.651015,2.220799,BBBABBBACBDCC,ADBBCBCDCCCCD,1,270915232,1.031.250.000.000.000,248.601.502.000.000.000,30.447.010.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,G,A,A,A,G,A,A,B,B,A,B,B,A,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2,27044297,3,1,604397,2,17848100,14,7,2,CACDBCDDACACA,CCBAACAACCCBB,1,270915231,1.032.258.064.500.000,220.657.407.000.000.000,29.693.917.000.000.000,B,B,D,C,D,B,B,B,A,A,B,A,A,D,E,A,C,A,A,B,E,A,A,B,B,A,C,C,B,C,B,B,B,B,A,C,B,B,A,A,A,A,A,A,A,B,A,A,C,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847682.608068,6.417942,5.676123,2.422138,ADABDCCDADBDB,BAABDDBCCAABA,1,270915232,1.031.250.000.000.000,195.454.550.000.000.000,39.336.294.000.000.000,A,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,D,A,A,A,G,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,E,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848729.55297,7.362825,5,6.316391,CBACBAACCDADC,CBCCDBACDDDDB,1,270915232,1.166.666.666.700.000,270.757.613.000.000.000,24.008.438.000.000.000,A,B,A,C,B,B,B,B,A,A,A,A,A,E,E,A,B,A,A,A,B,B,B,A,B,A,B,B,A,B,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2,27044289,3,1,604386,1,17847725,2,2,3,ADCABDABBCDDA,CACACABADBABC,1,270915231,1.088.235.294.100.000,255.707.541.000.000.000,26.074.945.000.000.000,A,B,A,B,B,A,B,B,B,A,A,A,A,D,E,A,A,B,B,A,C,A,A,A,B,B,B,B,B,B,B,B,C,C,A,B,A,B,A,A,A,A,B,A,B,B,A,C,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848711.731837,18.035648,3.162574,4.857407,CBDCDAACBCADC,CCBDABCAABDDC,1,270915232,1.166.666.666.700.000,304.498.022.000.000.000,20.985.501.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,A,B,C,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848727,9,2,4,DDACADAACBADD,DBBDCBDBDABBC,1,270915232,1.166.666.666.700.000,193.803.602.000.000.000,28.813.054.000.000.000,A,B,G,B,B,B,A,B,A,A,B,A,A,C,E,A,B,A,B,A,B,A,A,B,C,A,A,B,A,B,A,C,C,B,A,C,B,B,A,A,A,A,A,A,B,A,A,B,C,'ACIMA DA MEDIA'
2,27044297,3,1,604394,1,17848002,4,4,5,CBDCDDBCCBCCA,CCCCCBCCCDBAD,1,270915231,1.032.258.064.500.000,248.970.392.000.000.000,26.849.948.000.000.000,A,B,A,C,B,A,B,C,B,A,B,A,B,C,E,A,E,A,A,A,E,A,A,A,B,B,B,A,A,C,A,B,C,C,B,C,A,B,A,A,A,A,B,A,B,B,A,A,C,'ABAIXO DA MEDIA'
2,27044289,3,1,604389,2,17847842,13,6,1,AABCAABACBBDA,DDBADDCCBCCDC,1,270915231,1.280.000.000.000.000,249.215.368.000.000.000,27.435.252.000.000.000,A,A,J,D,C,B,C,B,B,A,B,B,B,C,E,A,C,A,A,A,D,A,A,A,B,B,B,A,A,A,B,B,B,A,A,D,B,B,A,A,A,A,A,A,A,A,A,A,C,'ABAIXO DA MEDIA'
2,27044297,3,1,604391,1,17847916,14,7,2,DACBACBDBDBCA,ADCBDDCBBCCDB,1,270915231,1.166.666.666.700.000,183.391.029.000.000.000,37.774.215.000.000.000,B,B,J,D,B,B,A,B,B,A,A,A,A,D,C,A,E,A,A,B,A,B,B,B,C,B,A,B,A,B,A,B,C,C,C,A,D,B,B,A,A,A,A,A,A,A,A,C,A,'ABAIXO DA MEDIA'
2,27044327,3,1,604409,2,17848479,2,2,3,ACCBDCAAACCDB,AACADABDDCDBC,1,270915231,1.184.210.526.300.000,265.635.528.000.000.000,28.687.296.000.000.000,A,C,K,E,C,B,B,B,B,B,B,A,B,E,F,A,D,A,A,A,B,A,A,A,B,A,B,B,B,A,A,A,B,B,B,C,E,C,A,B,A,A,A,A,A,A,A,A,D,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847692.466354,9.748619,4.464135,6.618465,BBBABBBACBDCC,ADBBCBCDCCCCD,1,270915232,1.031.250.000.000.000,248.601.502.000.000.000,30.447.010.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,G,A,A,A,G,A,A,B,B,A,B,B,A,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2,27044475,3,1,604418,2,17848779,9,2,4,BDCBDDADBACDA,DADCDBBABAAAB,1,270915231,1.153.846.153.800.000,209.317.747.000.000.000,31.685.025.000.000.000,B,B,G,C,A,B,B,B,B,A,A,A,A,C,C,B,C,B,B,B,G,A,B,B,C,B,C,B,B,A,A,B,C,C,B,C,B,A,A,A,A,A,A,B,B,A,B,B,D,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847691.350491,12.985192,5.249831,4.007414,ABCCDDACCCADC,AADCBCAACBCBB,1,270915232,1.031.250.000.000.000,347.741.916.000.000.000,17.789.410.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,D,A,A,A,D,A,A,A,B,B,B,B,B,B,A,B,B,C,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847704.210849,5.352472,3.741966,3.306852,ABCCDDACCAADA,CDADACBDCBBDA,1,270915232,1.031.250.000.000.000,360.839.613.000.000.000,19.231.879.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,G,A,A,A,G,A,A,B,C,B,A,A,A,C,A,B,C,C,B,A,A,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044289,3,1,604390,1,17847873,4,4,5,AABCDBACCBCDB,CDBDBCBDCAADC,1,270915231,1.125.000.000.000.000,320.618.767.000.000.000,22.073.278.000.000.000,A,B,J,C,D,D,C,B,A,A,A,B,C,D,E,A,F,A,A,B,G,A,B,B,B,B,B,B,B,B,A,A,B,B,B,D,B,B,A,A,A,A,A,B,A,A,A,A,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848729.592138,18.31807,4.568589,2.614543,CCADA*DDDDABC,ADBBBBCCBACBC,1,270915232,1.166.666.666.700.000,264.893.054.000.000.000,24.523.821.000.000.000,A,B,B,B,B,B,B,B,A,A,B,A,A,D,E,A,F,A,A,A,B,A,B,A,C,A,B,B,A,A,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2,27044297,3,1,604393,1,17847969,4,4,5,ABDCDDACCDABA,ACADACCDCDADC,1,270915231,1.071.428.571.400.000,329.800.870.000.000.000,18.816.320.000.000.000,B,B,G,C,E,B,D,B,B,A,B,A,B,E,D,A,E,A,A,A,F,A,A,A,C,A,A,C,C,C,A,B,B,C,A,D,B,B,C,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847703.272336,4.575507,4.947803,4.410692,ADADACBDCBBAA,BAACBAAADABBA,1,270915232,1.031.250.000.000.000,312.634.436.000.000.000,18.806.930.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,D,A,A,B,G,A,A,B,C,B,B,A,A,A,A,B,C,C,B,B,A,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044360,3,2,604414,2,17848658,20,6,2,DAAAACAADABDC,ADCBACAAADACB,1,270915232,1.037.037.037.000.000,253.969.849.000.000.000,29.246.219.000.000.000,A,A,B,C,B,A,A,B,B,A,A,A,A,C,D,A,D,A,B,A,A,A,B,A,C,B,B,B,B,C,B,B,A,C,A,A,E,C,A,A,A,A,B,A,A,B,A,A,C,'ABAIXO DA MEDIA'
2,27044475,3,1,604418,2,17848788,7,7,1,BCCADBCDBABBC,BBDBCBDDBDBDC,1,270915231,1.153.846.153.800.000,312.587.766.000.000.000,20.485.712.000.000.000,A,E,B,H,B,B,B,B,A,A,A,A,A,C,C,B,B,A,A,B,A,B,B,B,B,A,A,A,A,B,B,A,B,C,B,E,C,D,A,A,C,B,B,A,A,A,A,A,D,'ABAIXO DA MEDIA'
2,27044319,3,1,604406,2,17848390,14,7,2,CABBABCBDDACB,DDCCACDABAADA,1,270915231,1.040.000.000.000.000,209.731.910.000.000.000,40.989.421.000.000.000,B,B,E,D,D,B,B,C,C,A,A,A,B,C,B,B,E,B,A,B,G,B,B,A,C,B,C,B,B,B,B,C,B,B,A,E,B,A,A,A,A,A,A,B,A,A,B,C,C,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848710.097252,18.94903,4.814271,3.761683,ACADDBADBACDC,CBBCBAACAAADC,1,270915232,1.166.666.666.700.000,254.779.449.000.000.000,25.738.696.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,D,D,A,B,A,A,A,G,B,B,A,C,B,B,B,B,C,C,B,C,B,A,D,E,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847689.965445,5.750821,5.349091,5.113143,BBBABBBACBDCC,ADBBCBCDCCCCD,1,270915232,1.031.250.000.000.000,248.601.502.000.000.000,30.447.010.000.000.000,B,B,B,D,B,B,B,B,A,A,A,A,A,D,E,A,G,A,A,A,G,A,A,B,B,A,B,B,A,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848711.198691,20.477473,6.685053,2.609586,CBDCDAACBCADC,CCBDABCAABDDC,1,270915232,1.166.666.666.700.000,304.498.022.000.000.000,20.985.501.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,A,B,C,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044319,3,1,604406,2,17848386,7,7,1,BCBABBCABAADA,BDBACBADBDDAC,1,270915231,1.040.000.000.000.000,282.016.060.000.000.000,21.656.936.000.000.000,B,B,D,D,C,A,B,B,B,A,B,A,A,D,D,A,F,A,A,A,E,A,A,A,C,A,C,A,B,C,A,C,C,C,B,D,D,A,C,B,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848717.725631,3.535501,4.485334,4.066271,ACADDBADBACDC,CBBCBAACAAADC,1,270915232,1.166.666.666.700.000,254.779.449.000.000.000,25.738.696.000.000.000,A,B,K,C,B,B,B,B,A,A,A,A,A,C,D,A,B,A,A,A,B,B,B,A,C,A,B,B,B,C,C,C,C,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847704.223114,3.53684,4.346255,6.045429,ADADACBDCBBAA,BAACBAAADABBA,1,270915232,1.031.250.000.000.000,312.634.436.000.000.000,18.806.930.000.000.000,A,B,G,B,B,A,B,B,A,A,A,A,A,C,D,A,D,A,A,B,G,A,A,B,C,B,B,A,A,A,A,B,C,C,B,B,A,A,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847687.758949,7.772087,6.106154,1,ABCCDDACCCADC,AADCBCAACBCBB,1,270915232,1.031.250.000.000.000,347.741.916.000.000.000,17.789.410.000.000.000,B,B,B,C,B,B,B,B,A,A,A,A,A,D,D,A,D,A,A,A,D,A,A,A,B,B,B,B,B,B,A,B,B,C,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604392,1,17847948,16,2,5,CACBBDAAAADCD,ACCBCACDABBAA,1,270915231,1.030.303.030.300.000,249.260.473.000.000.000,32.014.231.000.000.000,B,B,C,B,D,B,A,C,C,A,B,A,C,C,F,A,E,A,A,B,G,A,A,A,C,B,A,C,A,B,A,B,B,B,B,C,B,A,C,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848706.102789,16.158112,1.161477,5.585335,ACADDBADBACDC,CBBCBAACAAADC,1,270915232,1.166.666.666.700.000,254.779.449.000.000.000,25.738.696.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,D,D,A,B,A,A,A,G,B,B,A,C,B,B,B,B,C,C,B,C,B,A,D,E,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044289,3,1,604388,2,17847810,6,6,7,DDAADCCCCBBBA,BCCABCCDABBBB,1,270915231,1.156.250.000.000.000,205.517.069.000.000.000,40.439.832.000.000.000,B,B,E,B,C,B,B,B,B,A,B,A,A,E,F,A,B,A,A,C,A,B,B,A,B,B,C,B,A,A,A,B,B,C,B,B,A,B,A,A,A,A,A,B,A,B,B,B,A,'ABAIXO DA MEDIA'
2,27044475,3,1,604418,2,17848778,5,5,6,CBBBAACDCBCBD,AABBABBACBACA,1,270915231,1.153.846.153.800.000,228.338.242.000.000.000,31.808.659.000.000.000,B,B,K,C,B,B,B,C,A,A,B,A,B,D,F,A,C,A,A,A,A,B,B,A,C,B,B,C,B,B,B,B,B,B,A,B,B,B,A,A,A,A,A,A,B,B,A,B,C,'ABAIXO DA MEDIA'
2,27044297,3,1,604394,1,17848020,18,4,7,ABCBDBBCBABAC,DDBBCDBDBBCDD,1,270915231,1.032.258.064.500.000,214.341.182.000.000.000,29.859.917.000.000.000,A,C,E,C,B,A,B,B,A,B,A,A,A,D,F,A,G,B,B,A,G,B,B,A,A,B,B,B,B,A,B,B,C,C,B,D,B,C,A,A,A,A,B,B,A,B,B,B,A,'ABAIXO DA MEDIA'
2,27044289,3,1,604389,2,17847830,4,4,5,CBBCDAACCCCDA,BCBDBDCCCDDAA,1,270915231,1.280.000.000.000.000,278.919.625.000.000.000,22.035.942.000.000.000,A,B,A,C,B,A,B,B,A,A,A,A,A,D,F,A,C,A,A,A,A,B,B,A,A,B,B,B,A,B,A,B,C,C,B,B,A,B,A,B,A,A,B,A,A,B,A,C,C,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848711.302503,20.261882,6.433455,2.244802,CBDCDAACBCADC,CCBDABCAABDDC,1,270915232,1.166.666.666.700.000,304.498.022.000.000.000,20.985.501.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,A,B,C,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604398,2,17848135,8,1,3,BCDAABDDBACBC,CACDCABAAABBB,1,270915231,0.972972973000000,245.771.674.000.000.000,23.676.381.000.000.000,B,B,L,C,B,B,B,B,B,A,A,A,A,C,D,A,A,B,B,C,G,B,B,A,B,A,A,C,A,C,B,B,C,C,B,D,D,B,A,A,A,A,A,A,B,B,A,B,C,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847697.526125,11.357734,3,5.44096,CAADACBDCCADA,CCBADBCDBDDCC,1,270915232,1.031.250.000.000.000,372.249.361.000.000.000,17.960.273.000.000.000,B,B,H,C,B,B,B,B,A,A,A,A,A,D,E,A,C,A,A,A,G,A,A,B,C,B,B,B,A,B,A,B,C,C,B,B,C,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848706,8,1,3,ACADDBADBACDC,CBBCBAACAAADC,1,270915232,1.166.666.666.700.000,254.779.449.000.000.000,25.738.696.000.000.000,A,B,E,B,B,B,B,B,A,A,A,A,A,C,B,A,D,A,A,B,G,B,B,A,C,C,B,C,B,C,B,C,C,B,A,D,E,B,A,A,A,A,B,A,B,C,B,B,A,'ACIMA DA MEDIA'
2,27044459,3,2,604416,2,17848713.405538,20.996252,6.967245,6.932083,CBDCDAACBCADC,CCBDABCAABDDC,1,270915232,1.166.666.666.700.000,304.498.022.000.000.000,20.985.501.000.000.000,B,B,E,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,B,B,B,A,B,B,B,B,B,C,A,B,C,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604397,2,17848099,20,6,2,CDADDBBACBACA,BDCABCA*BCDDC,1,270915231,1.032.258.064.500.000,226.483.120.000.000.000,28.933.893.000.000.000,A,B,H,D,B,A,B,B,A,A,A,A,A,D,F,A,A,B,B,A,E,A,A,B,C,A,B,C,A,B,C,B,C,C,B,C,E,C,A,B,A,A,A,C,A,A,A,A,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847688.419768,6.436488,6.52531,5.725496,ABCCDDACCCADC,AADCBCAACBCBB,1,270915232,1.031.250.000.000.000,347.741.916.000.000.000,17.789.410.000.000.000,B,B,B,C,B,B,B,B,B,A,A,A,A,D,D,A,D,A,A,A,G,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044319,3,1,604405,2,17848372,12,5,7,ACADAABDCBDAD,ACCDDBCDACBBB,1,270915231,1.130.434.782.600.000,300.149.432.000.000.000,18.633.552.000.000.000,A,A,C,B,B,A,A,B,A,A,A,A,B,D,E,A,E,A,A,B,D,A,A,A,C,B,C,C,C,C,B,C,C,C,B,B,E,A,A,A,A,B,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044289,3,1,604388,2,17847807,18,4,7,CBDCCBBACBDBC,DDDABCBDCDBCA,1,270915231,1.156.250.000.000.000,211.063.824.000.000.000,31.639.976.000.000.000,A,B,A,B,C,B,B,B,B,A,B,B,A,D,D,A,C,A,A,C,E,A,A,C,C,C,C,C,B,C,B,C,B,B,B,D,A,C,A,A,A,A,B,B,B,B,B,B,A,'ABAIXO DA MEDIA'
2,27044360,3,2,604414,2,17848657,9,2,4,ACCBABCCBACDA,DCBCBAACAADDC,1,270915232,1.037.037.037.000.000,240.216.815.000.000.000,29.881.212.000.000.000,A,A,E,C,B,B,B,B,A,A,B,A,A,D,F,A,G,A,B,A,G,A,A,B,B,A,B,A,A,B,C,B,C,C,B,B,A,B,A,A,A,A,A,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2,27044327,3,1,604412,2,17848597,20,6,2,DAAABCAADBBBA,ACCBBDAAADDCA,1,270915231,1.051.282.051.300.000,289.953.050.000.000.000,26.076.957.000.000.000,A,C,C,B,D,B,B,B,A,A,C,A,B,D,F,A,C,A,A,A,B,B,A,B,B,B,B,A,B,A,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847688.841532,12.469217,7,1.297096,AACCBCBACBCCC,ADABCBADCCCAB,1,270915232,1.031.250.000.000.000,236.367.231.000.000.000,31.538.699.000.000.000,B,B,H,C,B,B,B,B,B,A,A,A,A,D,E,A,C,A,A,A,G,A,A,A,C,B,B,B,B,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044319,3,1,604405,2,17848370,15,1,4,BCAAABCDCADCA,BADACBACCCDDC,1,270915231,1.130.434.782.600.000,240.525.899.000.000.000,24.575.633.000.000.000,A,B,H,C,C,C,B,B,B,A,B,A,B,C,D,A,G,A,A,A,G,A,A,A,B,A,B,C,C,C,B,C,C,C,B,C,A,D,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044459,3,2,604416,2,17848722.286799,16.226179,2.8926,5.499347,BDCABAAABCCAC,ABADACBDDDBCC,1,270915232,1.166.666.666.700.000,287.128.867.000.000.000,24.670.147.000.000.000,A,B,A,B,B,B,B,B,A,A,A,A,A,D,E,A,B,A,A,A,A,B,B,A,C,B,B,B,A,A,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044270,3,2,604385,2,17847701.164954,19.873641,5.03646,5.178674,CAADACBDCCADA,CCBADBCDBDDCC,1,270915232,1.031.250.000.000.000,372.249.361.000.000.000,17.960.273.000.000.000,B,B,H,C,B,B,B,B,A,A,A,A,A,D,E,A,C,A,A,A,G,A,A,B,C,B,B,B,A,B,A,B,C,C,B,B,C,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044289,3,1,604388,2,17847792,8,1,3,BCADCDDDBBDDC,CCCDBCCCAABAA,1,270915231,1.156.250.000.000.000,274.991.009.000.000.000,24.730.399.000.000.000,A,B,J,D,B,B,A,B,A,A,A,A,A,D,E,A,A,B,B,A,A,B,B,C,C,B,B,C,B,C,C,B,C,B,B,A,E,A,A,A,A,A,A,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2,27044297,3,1,604392,1,17847937,9,2,4,ADCBBAAAABDDD,CADCDBACCCADB,1,270915231,1.030.303.030.300.000,297.997.745.000.000.000,21.868.768.000.000.000,B,B,A,B,B,B,A,B,B,B,A,A,B,D,D,A,D,A,A,A,D,A,A,A,C,B,B,B,A,C,A,B,C,C,B,B,A,B,A,A,A,A,B,A,A,B,B,B,D,'ABAIXO DA MEDIA'
2,27044360,3,2,604414,2,17848665,15,1,4,BCAACDDDBDBCC,CCDCBAACDBBDD,1,270915232,1.037.037.037.000.000,274.307.670.000.000.000,24.064.106.000.000.000,A,B,F,B,B,B,B,B,A,A,A,A,A,D,F,A,B,A,A,A,B,A,A,B,C,B,B,B,B,B,C,B,B,B,B,C,A,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847697.730454,7.30106,4.095174,5.253027,ABCCDDACCAADA,CDADACBDCBBDA,1,270915232,1.031.250.000.000.000,360.839.613.000.000.000,19.231.879.000.000.000,B,B,H,D,B,A,B,B,B,A,A,A,A,C,D,A,G,A,A,A,G,A,A,B,C,B,A,A,A,C,A,B,C,C,B,A,A,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2,27044319,3,1,604405,2,17848359,8,1,3,BCCBDDCCBBDBC,CABDBAAACCCCC,1,270915231,1.130.434.782.600.000,264.827.548.000.000.000,25.786.149.000.000.000,A,A,C,C,B,B,B,B,B,A,B,A,A,C,D,C,D,B,B,B,F,A,A,B,C,B,B,C,B,A,A,C,C,C,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2,27044270,3,2,604385,2,17847692.133622,12.820523,5.749434,3.515467,AACCBCBACBCCC,ADABCBADCCCAB,1,270915232,1.031.250.000.000.000,236.367.231.000.000.000,31.538.699.000.000.000,B,B,H,C,B,B,B,B,B,A,A,A,A,D,E,A,C,A,A,A,G,A,A,A,C,B,B,B,B,B,A,B,C,C,A,B,A,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2,27044297,3,1,604393,1,17847971,11,4,6,DABADBACCABBC,AABBDDAACDADC,1,270915231,1.071.428.571.400.000,263.339.639.000.000.000,22.394.435.000.000.000,B,A,G,C,B,B,B,B,A,A,A,A,A,B,D,A,B,A,A,A,D,A,A,A,C,B,B,C,A,C,C,A,C,C,A,D,C,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
