ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,CONDICAO
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847701.164954,1,1,19.873641,5.03646,5.178674,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.335719,284.782.509.000.000.000,17.303.448.000.000.000,0.612162,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,H,C,B,B,B,B,A,A,A,A,A,B,D,E,A,A,C,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,A,B,A,B,C,C,B,B,C,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604388,2,9,17847792,1,1,8,1,3,BCCDCCDCCDDDD,DBADBADABBCDD,BCADCDDDBBDDC,CCCDBCCCAABAA,1,1,270915231,1.156.250.000.000.000,1.156.250.000.000.000,0.333881,237.275.282.000.000.000,18.394.627.000.000.000,0.442465,274.991.009.000.000.000,24.730.399.000.000.000,1,A,B,J,D,B,B,A,B,A,A,A,A,A,B,D,E,A,A,A,B,B,A,A,B,B,C,A,A,B,A,A,C,B,B,C,B,C,C,B,C,B,B,A,E,B,A,A,A,A,A,A,A,A,A,A,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604392,1,9,17847937,1,1,9,2,4,CDAADDCADCDDA,CACDAADDBBADC,ADCBBAAAABDDD,CADCDBACCCADB,1,1,270915231,1.030.303.030.300.000,1.030.303.030.300.000,0.397243,273.772.761.000.000.000,21.885.453.000.000.000,0.391266,297.997.745.000.000.000,21.868.768.000.000.000,1,B,B,A,B,B,B,A,B,B,B,A,A,B,C,D,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,C,B,B,B,A,C,A,B,C,C,B,B,A,B,B,A,A,A,A,B,A,A,B,B,B,D,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044360,3,2,604414,2,9,17848665,1,1,15,1,4,BCCACDACCDDAC,BACDACDDBBAAA,BCAACDDDBDBCC,CCDCBAACDBBDD,1,1,270915232,1.037.037.037.000.000,1.037.037.037.000.000,0.346437,258.374.662.000.000.000,19.086.379.000.000.000,0.430544,274.307.670.000.000.000,24.064.106.000.000.000,1,A,B,F,B,B,B,B,B,A,A,A,A,A,B,D,F,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,C,B,B,B,B,B,C,B,B,B,B,C,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847697.730454,1,1,7.30106,4.095174,5.253027,BADDAACDBBDDB,CBAACDCACCADD,ABCCDDACCAADA,CDADACBDCBBDA,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.330988,328.548.401.000.000.000,22.668.660.000.000.000,0.43608,360.839.613.000.000.000,19.231.879.000.000.000,1,B,B,H,D,B,A,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,A,A,A,C,A,B,C,C,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604405,2,9,17848359,1,1,8,1,3,BCCACDCCCACAC,DABDBCDABBBCC,BCCBDDCCBBDBC,CABDBAAACCCCC,1,1,270915231,1.130.434.782.600.000,1.130.434.782.600.000,0.328117,265.018.591.000.000.000,18.077.069.000.000.000,0.461354,264.827.548.000.000.000,25.786.149.000.000.000,1,A,A,C,C,B,B,B,B,B,A,B,A,A,B,C,D,A,C,D,B,B,B,F,A,A,B,A,A,A,A,A,C,B,B,C,B,A,A,C,C,C,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847692.133622,1,1,12.820523,5.749434,3.515467,BDABBCBBBBCBA,BCBACDBCCCCDC,AACCBCBACBCCC,ADABCBADCCCAB,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.331411,272.904.545.000.000.000,18.177.449.000.000.000,0.326127,236.367.231.000.000.000,31.538.699.000.000.000,1,B,B,H,C,B,B,B,B,B,A,A,A,A,B,D,E,A,A,C,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,B,B,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604393,1,9,17847971,1,1,11,4,6,BADDAADDBBDCB,BCCBBCBBBCADA,DABADBACCABBC,AABBDDAACDADC,1,1,270915231,1.071.428.571.400.000,1.071.428.571.400.000,0.414826,315.270.405.000.000.000,22.854.159.000.000.000,0.400671,263.339.639.000.000.000,22.394.435.000.000.000,1,B,A,G,C,B,B,B,B,A,A,A,A,A,B,B,D,A,A,B,A,A,A,D,A,A,A,A,A,A,A,A,C,B,B,C,A,C,C,A,C,C,A,D,C,B,B,A,A,A,A,A,A,A,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044475,3,1,604418,2,9,17848777,1,1,18,4,7,BACAAACDBADCD,BADAACCDBBABB,AAAACABCDCCBB,CBDBAACDDBDCD,1,1,270915231,1.153.846.153.800.000,1.153.846.153.800.000,0.361412,236.058.820.000.000.000,19.911.402.000.000.000,0.541355,218.895.680.000.000.000,30.257.591.000.000.000,1,A,B,I,E,B,B,B,B,A,A,B,A,B,C,D,C,A,A,D,A,A,A,G,A,B,A,A,A,A,A,A,B,B,B,A,B,C,A,B,A,C,B,B,E,B,A,A,B,B,A,A,A,B,A,A,B,D,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848712.413476,1,1,17.306861,4.084854,3.118495,BADDBADDBBDBB,AADAABDDAAAAA,CBDCDAACBCADC,CCBDABCAABDDC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.367097,261.866.314.000.000.000,19.033.820.000.000.000,0.398578,304.498.022.000.000.000,20.985.501.000.000.000,1,B,B,E,B,B,B,B,B,A,A,A,A,A,C,D,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,B,B,B,B,B,B,C,A,B,C,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848717.959212,1,1,17.919283,2.853219,2.340502,ADABACBBBBADA,BBAADCCADCADA,BBACACAADCBCA,BDCBBDAABCCCC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.370244,287.039.959.000.000.000,19.880.550.000.000.000,0.439396,305.810.039.000.000.000,22.106.198.000.000.000,1,A,B,A,B,B,B,B,B,A,A,A,A,A,C,D,E,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A,C,B,B,B,B,C,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044475,3,1,604418,2,9,17848784,1,1,15,1,4,CDBABDCADBCBC,DABCABDDBADBC,DCBBBBADBADCD,ACBDACDADABCA,1,1,270915231,1.153.846.153.800.000,1.153.846.153.800.000,0.427212,185.175.637.000.000.000,23.536.546.000.000.000,0.510134,196.269.516.000.000.000,28.512.577.000.000.000,1,A,F,H,C,A,A,E,B,B,A,B,A,B,B,E,F,A,A,G,A,A,A,G,B,B,A,A,A,A,A,A,C,B,C,C,C,A,C,C,C,C,C,A,E,B,A,A,A,A,B,C,B,B,C,B,C,D,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847698,1,1,4,4,5,BDDDAADDBBDDB,CAAABDCACBCDD,AAACADACCACCD,CBBDBACCCDBDA,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.380715,293.737.604.000.000.000,20.974.870.000.000.000,0.371801,274.301.074.000.000.000,20.780.823.000.000.000,1,B,B,E,E,B,B,B,B,A,A,A,A,A,B,C,D,A,A,B,A,A,B,G,A,B,C,A,B,B,B,B,C,A,A,A,A,B,C,A,C,C,C,A,B,B,A,A,A,A,A,B,A,B,C,A,A,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847702.814657,1,1,15.945957,6.501655,2,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.55068,284.782.509.000.000.000,17.303.448.000.000.000,0.371952,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,H,C,B,B,B,B,A,A,A,A,A,B,D,E,A,A,C,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,A,B,A,B,C,C,B,B,C,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848715.408888,1,1,6.078824,2.728055,4.477812,BBBACDCCCACDC,DAADBCDDDBABA,ACADDBADBACDC,CBBCBAACAAADC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.376338,314.456.841.000.000.000,20.706.840.000.000.000,0.439446,254.779.449.000.000.000,25.738.696.000.000.000,1,A,B,K,C,B,B,B,B,A,A,A,A,A,B,C,D,A,A,B,A,A,A,B,B,B,A,A,A,A,A,B,C,A,B,B,B,C,C,C,C,B,A,A,B,B,B,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848707.983595,1,1,12.541273,2.145627,3,BBBACDCCCACDC,DAADBCDDDBABA,ACADDBADBACDC,CBBCBAACAAADC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.346668,314.456.841.000.000.000,20.706.840.000.000.000,0.461943,254.779.449.000.000.000,25.738.696.000.000.000,1,A,B,E,C,B,B,B,B,A,A,A,A,A,B,D,D,A,A,B,A,A,A,G,B,B,A,A,A,A,A,B,B,A,B,B,B,C,C,B,C,B,A,D,B,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847698.718515,1,1,16.026939,3.803834,2.01749,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.511935,284.782.509.000.000.000,17.303.448.000.000.000,0.611272,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,H,C,B,B,B,B,A,A,A,A,A,B,D,E,A,A,C,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,A,B,A,B,C,C,B,B,C,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847700.098793,1,1,16.488567,3.467444,6.995013,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.334642,284.782.509.000.000.000,17.303.448.000.000.000,0.564774,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,H,C,B,B,B,B,A,A,A,A,A,B,D,E,A,A,C,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,A,B,A,B,C,C,B,B,C,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044360,3,2,604414,2,9,17848664,1,1,10,3,5,DCDCBCAAABDCA,DDBADBCDABACB,CBCDBAACAACCA,DBCBCADCAACDD,1,1,270915232,1.037.037.037.000.000,1.037.037.037.000.000,0.472746,204.157.339.000.000.000,26.045.167.000.000.000,0.608337,212.988.476.000.000.000,34.001.371.000.000.000,1,B,F,D,B,B,B,A,B,B,B,B,A,A,B,D,C,A,A,G,A,A,A,G,B,A,A,A,A,A,A,B,C,B,B,C,B,B,B,B,B,C,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604405,2,9,17848361,1,1,16,2,5,AAAADACADDADA,CAAAADCDCACDA,CCBCADAAACCDA,CDADBBCCCDDAC,1,1,270915231,1.130.434.782.600.000,1.130.434.782.600.000,0.357102,270.339.233.000.000.000,19.673.950.000.000.000,0.507392,267.616.631.000.000.000,28.359.320.000.000.000,1,B,B,I,C,C,B,B,B,A,A,B,A,B,B,C,E,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,C,B,A,A,A,B,C,B,C,C,A,C,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604397,2,9,17848095,1,1,4,4,5,B*CDABDDBBDCC,CABAADCACCBCD,ABDCDAACCACDD,BBBDCCCDCBACD,1,1,270915231,1.032.258.064.500.000,1.032.258.064.500.000,0.377355,279.631.996.000.000.000,20.789.756.000.000.000,0.381633,312.218.821.000.000.000,21.330.357.000.000.000,1,A,B,H,C,C,A,B,B,B,A,A,A,A,B,D,F,A,A,C,A,A,A,C,A,A,B,A,A,A,A,A,B,A,B,C,A,C,C,A,C,B,B,D,A,B,B,A,B,A,A,A,A,A,B,A,A,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848721.510105,1,1,14.998598,4.841499,5.044734,BBADDDCDDABDA,CABAABCCCACDB,BDCABAAABCCAC,ABADACBDDDBCC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.364625,263.988.621.000.000.000,20.608.829.000.000.000,0.452453,287.128.867.000.000.000,24.670.147.000.000.000,1,A,B,B,B,B,B,B,B,A,A,A,A,A,C,C,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,C,A,B,B,A,B,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848731.677248,1,1,12.8472,5.902977,5.617452,DBDDBCDACBABA,BDBDAACDBBDBB,CBACBAACCDADC,CBCCDBACDDDDB,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.40331,297.286.829.000.000.000,20.737.803.000.000.000,0.585021,270.757.613.000.000.000,24.008.438.000.000.000,1,A,B,A,C,B,B,B,B,A,A,A,A,A,B,E,E,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,B,A,B,B,A,B,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,D,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604405,2,9,17848355,1,1,4,4,5,BABCAADCBBADB,BDAADBDAABDCA,ABBDDADBCCBBC,ACADABBDCBDAB,1,1,270915231,1.130.434.782.600.000,1.130.434.782.600.000,0.404275,212.671.743.000.000.000,22.272.869.000.000.000,0.487666,248.957.816.000.000.000,27.256.788.000.000.000,1,B,B,E,D,D,A,B,B,B,A,A,A,B,B,C,F,A,A,G,B,B,B,G,B,B,A,A,A,A,A,A,B,A,A,B,B,B,A,B,B,B,A,D,B,B,C,A,B,A,A,A,A,B,B,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848723,1,1,17,3,6,DCDDBCDDDBABA,BCABACBBBDBDA,CBCDBABAACCDB,BABCDCAACAADD,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.412639,339.593.794.000.000.000,22.733.670.000.000.000,0.407608,270.438.970.000.000.000,22.782.160.000.000.000,1,B,B,A,B,B,B,B,B,B,A,A,A,A,C,E,E,A,A,C,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,C,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,D,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847698.416411,1,1,14.073037,3,5.770019,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.329642,284.782.509.000.000.000,17.303.448.000.000.000,0.619687,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,K,C,B,B,B,B,B,A,A,A,A,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,A,B,A,B,A,B,C,C,A,A,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847694,1,1,14,7,2,CBDCABDDABABA,BBAADDCADDDDA,CCBADBCDBADBC,BCDBBDADACDBD,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.571468,357.411.593.000.000.000,31.484.094.000.000.000,0.338112,368.292.408.000.000.000,18.897.867.000.000.000,1,B,B,K,C,B,B,B,B,A,A,A,B,B,B,D,D,A,A,C,A,A,A,B,B,B,A,A,A,B,A,A,C,B,B,B,C,B,A,B,B,C,A,B,A,B,C,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848720.060492,1,1,14.083678,5,6.653824,ADABACBBBBADA,BBAADCCADCADA,BBACACAADCBCA,BDCBBDAABCCCC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.36137,287.039.959.000.000.000,19.880.550.000.000.000,0.540555,305.810.039.000.000.000,22.106.198.000.000.000,1,A,B,A,B,B,B,B,B,A,A,A,A,A,C,D,E,A,A,B,A,A,A,A,B,B,A,A,A,A,A,A,C,B,B,B,B,C,A,B,C,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847704.2811,1,1,2.261943,5.00332,6.330509,BADDAACDBBDDB,CBAACDCACCADD,ABCCDDACCAADA,CDADACBDCBBDA,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.339303,328.548.401.000.000.000,22.668.660.000.000.000,0.439544,360.839.613.000.000.000,19.231.879.000.000.000,1,B,B,H,D,B,A,B,B,B,A,A,A,A,B,C,D,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,C,B,A,A,A,C,A,B,C,C,B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847694.328904,1,1,15.611576,5.49634,3.154377,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.342948,284.782.509.000.000.000,17.303.448.000.000.000,0.549442,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,H,C,B,B,B,B,A,A,A,A,A,B,D,E,A,A,C,A,A,A,G,A,A,B,A,A,A,A,A,C,B,B,B,A,B,A,B,C,C,B,B,C,B,B,A,A,A,A,A,A,A,A,A,B,C,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604397,2,9,17848119,1,1,1,1,2,BCDAABDCDCDDC,BDAACBCBDBBDA,ADCDBBDDBDC*.,BDBAACAAACBBB,1,1,270915231,1.032.258.064.500.000,1.032.258.064.500.000,0.354934,235.939.653.000.000.000,19.554.508.000.000.000,0.50472,243.133.500.000.000.000,28.209.976.000.000.000,1,A,C,C,C,B,B,B,B,A,A,B,A,A,B,B,F,A,A,A,B,B,A,C,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,C,C,B,A,E,B,C,C,A,A,A,B,A,A,B,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604399,2,9,17848170,1,1,3,3,4,DCDBBCADCBCAA,BABDABDCBBCDB,CABDBBBDAAACD,ABDADABADCCCB,1,1,270915231,1.562.500.000.000.000,1.562.500.000.000.000,0.355871,248.200.351.000.000.000,19.606.130.000.000.000,0.529373,203.721.305.000.000.000,29.587.889.000.000.000,1,A,B,J,F,C,A,B,B,A,A,A,A,B,C,D,E,A,A,B,A,B,A,C,A,A,B,A,A,B,A,B,B,C,C,B,A,A,A,B,C,B,A,B,B,B,A,A,B,A,A,B,B,A,B,B,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604391,1,9,17847922,1,1,1,1,2,BCBACDDCDACDC,CCAABDCADDDDA,ABCDBCCDCBACA,DCBAABCDCBABA,1,1,270915231,1.166.666.666.700.000,1.166.666.666.700.000,0.378516,287.940.901.000.000.000,20.853.719.000.000.000,0.582981,182.687.177.000.000.000,32.584.165.000.000.000,1,B,A,J,D,C,A,A,B,B,A,B,B,B,C,C,C,A,A,F,A,A,B,G,A,B,B,A,A,A,A,A,B,A,B,A,A,B,A,B,B,A,C,C,C,B,A,A,B,A,A,A,A,A,B,B,C,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847882,1,1,15,1,4,BCBACDDCAAADD,BDCDAACDBBDAA,BCCCABDCBCCCC,CAADBCDDCBDCC,1,1,270915231,1.125.000.000.000.000,1.125.000.000.000.000,0.418783,300.847.183.000.000.000,23.072.164.000.000.000,0.518248,204.380.499.000.000.000,28.966.087.000.000.000,1,B,D,I,C,B,A,B,A,B,A,B,B,B,B,C,C,A,A,F,A,A,B,A,A,A,A,A,A,A,A,B,C,A,A,B,A,C,A,B,B,C,A,D,B,B,A,C,A,A,A,B,B,B,A,A,B,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847696.157487,1,1,9.35077,3.695798,5.942365,CBDCABDBBBADB,BCBACDDBBACAB,BBBABBBACBDCC,ADBBCBCDCCCCD,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.337436,258.546.829.000.000.000,19.654.833.000.000.000,0.339282,248.601.502.000.000.000,30.447.010.000.000.000,1,B,B,B,D,B,B,B,B,A,A,A,A,A,B,D,E,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,A,B,B,A,B,A,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604394,1,9,17847999,1,1,8,1,3,BCAAADAAADDDA,CBBABCAACBDCA,ACBDAADCBADAB,CBCDCCADABBAA,1,1,270915231,1.032.258.064.500.000,1.032.258.064.500.000,0.43322,203.930.520.000.000.000,23.867.547.000.000.000,0.574418,201.637.191.000.000.000,32.105.559.000.000.000,1,A,B,L,D,B,A,B,B,A,A,B,A,A,B,D,F,C,A,B,B,A,A,B,B,A,A,A,A,A,A,A,B,A,B,B,A,A,A,B,B,B,A,A,E,B,A,A,C,A,A,B,A,B,B,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604392,1,9,17847927,1,1,17,3,6,DDBCDCDDABDCC,AACBACBBDC*DA,CCCDCBBBDCCBC,BAABAABCCDBBA,1,1,270915231,1.030.303.030.300.000,1.030.303.030.300.000,0.34256,245.605.674.000.000.000,18.872.782.000.000.000,0.487902,242.697.316.000.000.000,27.269.979.000.000.000,1,A,C,F,B,C,B,C,B,A,A,A,A,A,C,D,E,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,B,A,B,C,B,C,A,B,C,B,A,D,E,B,B,A,A,A,A,A,B,B,B,B,B,C,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604398,2,9,17848133,1,1,2,2,3,BAABCDCCDDAAC,DBBBCADACCABD,BDDDBCAABBCCD,CAAADADCDACAA,1,1,270915231,0.972972973000000,0.972972973000000,0.4509,196.413.857.000.000.000,24.841.597.000.000.000,0.513753,247.387.298.000.000.000,28.714.851.000.000.000,1,A,C,A,B,B,A,B,B,B,B,B,A,B,B,C,E,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,C,B,B,B,A,A,A,B,B,C,A,B,A,B,B,A,A,A,A,B,A,A,B,A,B,B,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044327,3,1,604409,2,9,17848500,1,1,21,7,3,DCCADCABBABDB,CBCABAAADBCCD,ACCCACBDDDCAC,ACCCABCBB.BAB,1,1,270915231,1.184.210.526.300.000,1.184.210.526.300.000,0.561658,154.578.712.000.000.000,30.943.628.000.000.000,0.645033,176.001.169.000.000.000,36.052.396.000.000.000,1,B,B,K,C,B,B,A,B,A,A,A,A,A,B,C,D,A,B,A,B,B,B,G,B,B,B,A,A,A,B,B,B,A,A,A,A,A,B,A,B,C,A,B,A,B,B,A,A,A,A,A,A,A,B,A,A,A,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847708,1,1,20,6,2,BDABBCBBBAACA,BDCBDCCADDABA,AADCBAAACBCAC,ABBDBCAACDDAD,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.355172,242.096.061.000.000.000,19.567.620.000.000.000,0.495406,277.614.986.000.000.000,27.689.395.000.000.000,1,B,B,C,C,B,B,B,B,A,A,A,A,A,B,C,D,A,A,C,A,A,B,G,A,A,B,A,A,A,A,B,C,C,B,B,A,A,A,B,B,B,B,B,C,B,A,A,A,A,A,B,A,A,B,A,A,C,'ACIMA DA MEDIA'
