ID_PROVA_BRASIL,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,ID_TURMA,ID_TURNO,ID_SERIE,ID_ALUNO,IN_SITUACAO_CENSO,IN_PREENCHIMENTO_PROVA,ID_CADERNO,ID_BLOCO_1,ID_BLOCO_2,TX_RESP_BLOCO_1_LP,TX_RESP_BLOCO_2_LP,TX_RESP_BLOCO_1_MT,TX_RESP_BLOCO_2_MT,IN_PROFICIENCIA,IN_PROVA_BRASIL,ESTRATO_ANEB,PESO_ALUNO_LP,PESO_ALUNO_MT,PROFICIENCIA_LP,DESVIO_PADRAO_LP,PROFICIENCIA_LP_SAEB,DESVIO_PADRAO_LP_SAEB,PROFICIENCIA_MT,DESVIO_PADRAO_MT,PROFICIENCIA_MT_SAEB,DESVIO_PADRAO_MT_SAEB,IN_PREENCHIMENTO_QUESTIONARIO,TX_RESP_Q001,TX_RESP_Q002,TX_RESP_Q003,TX_RESP_Q004,TX_RESP_Q005,TX_RESP_Q006,TX_RESP_Q007,TX_RESP_Q008,TX_RESP_Q009,TX_RESP_Q010,TX_RESP_Q011,TX_RESP_Q012,TX_RESP_Q013,TX_RESP_Q014,TX_RESP_Q015,TX_RESP_Q016,TX_RESP_Q017,TX_RESP_Q018,TX_RESP_Q019,TX_RESP_Q020,TX_RESP_Q021,TX_RESP_Q022,TX_RESP_Q023,TX_RESP_Q024,TX_RESP_Q025,TX_RESP_Q026,TX_RESP_Q027,TX_RESP_Q028,TX_RESP_Q029,TX_RESP_Q030,TX_RESP_Q031,TX_RESP_Q032,TX_RESP_Q033,TX_RESP_Q034,TX_RESP_Q035,TX_RESP_Q036,TX_RESP_Q037,TX_RESP_Q038,TX_RESP_Q039,TX_RESP_Q040,TX_RESP_Q041,TX_RESP_Q042,TX_RESP_Q043,TX_RESP_Q044,TX_RESP_Q045,TX_RESP_Q046,TX_RESP_Q047,TX_RESP_Q048,TX_RESP_Q049,TX_RESP_Q050,TX_RESP_Q051,TX_RESP_Q052,TX_RESP_Q053,TX_RESP_Q054,TX_RESP_Q055,TX_RESP_Q056,TX_RESP_Q057,'RESULTADO IDEB',CONDICAO
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847824,1,1,3,3,4,CDCCCCADCBDCA,BBDBABDCBBCDB,CBBDDABCCCDAB,BBDBCAACAABBB,1,1,270915231,1.280.000.000.000.000,1.280.000.000.000.000,-0.661408000000000,0.385273,213.545.799.000.000.000,21.225.985.000.000.000,0.150053000000000,0.379061,258.351.192.000.000.000,21.186.602.000.000.000,1,B,C,K,D,C,B,B,B,A,B,B,A,A,B,E,E,A,A,A,B,B,B,G,B,B,B,?,A,A,A,A,B,B,B,C,C,C,B,B,C,C,B,B,C,B,C,A,B,A,A,B,B,A,B,B,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044475,3,1,604418,2,9,17848781,1,0,3,3,4,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604406,2,9,17848396,1,1,4,4,5,BACDAADDBBDDB,CABABDCACCCBA,ACDCDAACCBBBA,ACBDABCCCDBDC,1,1,270915231,1.040.000.000.000.000,1.040.000.000.000.000,0.765855000000000,0.364117,292.178.517.000.000.000,20.060.430.000.000.000,0.673695000000000,0.369128,287.618.763.000.000.000,20.631.423.000.000.000,1,B,B,G,C,B,B,B,B,B,A,B,B,A,C,D,E,A,A,B,B,B,A,C,A,A,B,A,A,A,A,A,C,B,B,B,B,C,B,B,B,B,B,D,B,B,A,A,A,A,A,A,B,A,A,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044327,3,1,604412,2,9,17848586,1,0,13,6,1,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.4,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847865,1,1,6,6,7,ADBBBBBBBBAAA,DBACABDDDBBAA,ABCDABAACBDBA,DCDADBBADCDBB,1,1,270915231,1.125.000.000.000.000,1.125.000.000.000.000,-0.003701000000000,0.336826,249.781.089.000.000.000,18.556.877.000.000.000,0.387164000000000,0.454955,271.603.878.000.000.000,25.428.494.000.000.000,1,A,B,G,C,D,B,C,C,A,A,B,B,C,B,D,C,A,B,F,A,A,A,G,A,A,A,A,A,A,A,B,C,B,B,A,A,C,A,B,C,C,?,C,A,A,C,A,A,A,B,B,A,B,C,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848726.007883,1,1,17.187707,3.634265,6.780452,BBADDDCDDABDA,CABAABCCCACDB,BDCABAAABCCAC,ABADACBDDDBCC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.254180000000000,0.410582,263.988.621.000.000.000,20.608.829.000.000.000,0.664930000000000,0.376564,287.128.867.000.000.000,24.670.147.000.000.000,1,A,B,A,B,B,B,B,B,A,A,A,A,A,C,C,E,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,B,B,B,B,A,C,A,B,C,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044319,3,1,604405,2,9,17848366,1,1,2,2,3,BBAADDCADADDA,DCACBCDDCBABA,ADBCBDAAABCBA,CAADCCACDBCAB,1,1,270915231,1.130.434.782.600.000,1.130.434.782.600.000,0.908985000000000,0.354903,300.064.030.000.000.000,19.552.800.000.000.000,0.498256000000000,0.419507,277.813.069.000.000.000,23.447.223.000.000.000,1,B,A,J,C,B,B,B,B,A,A,A,A,A,B,C,C,A,A,B,B,B,A,C,A,A,A,A,A,A,A,B,B,A,A,B,C,A,B,B,C,C,B,B,E,B,A,A,A,A,A,B,A,A,B,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848726.206513,1,1,5.459612,6.540604,3.305129,BCBDADACDBDBD,DDDACCADDDCCA,BDADBBDCBABAA,DABDBCCAACDBA,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,-1.080.445.000.000.000,0.431135,190.459.642.000.000.000,20.861.598.000.000.000,-1.055.576.000.000.000,0.56739,190.965.781.000.000.000,37.614.307.000.000.000,1,B,B,F,B,B,B,B,B,B,A,B,A,A,C,E,F,A,A,B,A,A,A,B,A,B,A,A,A,A,A,B,B,A,B,C,A,B,A,B,C,C,B,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847689,1,0,16,2,5,.............,.............,.............,.............,0,1,270915232,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604387,1,9,17847764,1,0,18,4,7,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604392,1,9,17847952,1,1,18,4,7,BACDAACDBBCDA,CBBCABDDABABA,CBCCDCACCCCAB,CDBABBCAACABB,1,1,270915231,1.030.303.030.300.000,1.030.303.030.300.000,1.279.214.000.000.000,0.443162,320.461.191.000.000.000,24.415.285.000.000.000,0.880091000000000,0.329434,299.154.716.000.000.000,18.412.833.000.000.000,1,B,B,E,B,B,A,B,B,B,A,B,A,B,C,D,F,A,B,E,A,A,B,E,A,A,A,A,A,A,A,B,B,A,A,B,B,B,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,B,A,B,A,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604386,1,9,17847711,1,1,14,7,2,ABBBBBDDABABA,BDDADDCADADCB,ABCDBCBADDCAB,CDCDACAABBDDA,1,1,270915231,1.088.235.294.100.000,1.088.235.294.100.000,0.059957000000000,0.346526,253.288.223.000.000.000,19.091.283.000.000.000,-0.884045000000000,0.559225,200.553.048.000.000.000,31.256.387.000.000.000,1,B,B,F,D,B,B,B,B,B,A,B,B,B,B,B,C,A,A,G,A,A,A,G,A,A,B,A,A,A,A,A,?,?,?,?,?,?,A,C,B,C,A,C,A,B,B,C,A,A,A,B,A,B,C,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847696.593431,1,1,11.19542,5.578749,2.647281,BADDAADDBBDDB,BCBACDBCCCCDC,ABCCDDACCCADC,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.416013000000000,0.468392,272.904.545.000.000.000,18.177.449.000.000.000,-0.243274000000000,0.36425,236.367.231.000.000.000,31.538.699.000.000.000,1,B,B,H,C,B,B,C,B,A,A,A,A,B,B,D,D,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,C,B,B,B,B,B,A,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,C,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848726,1,1,4,4,5,BADCAACDBBDBB,CADACDBACCDCC,DBBCDDACCCBDB,CCADACBDCBDDC,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.729543000000000,0.386308,290.177.967.000.000.000,21.283.007.000.000.000,2.124.038.000.000.000,0.378908,368.681.809.000.000.000,21.178.050.000.000.000,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,A,B,A,B,A,A,A,A,A,A,B,B,B,B,A,A,C,B,C,C,A,D,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604390,1,9,17847871,1,1,12,5,7,CBDABDCACCDCA,CBBCABDDCBABA,CCCDCAADCABCD,CAADBCBDADBDD,1,1,270915231,1.125.000.000.000.000,1.125.000.000.000.000,0.620205000000000,0.315655,284.154.169.000.000.000,17.390.495.000.000.000,-0.190688000000000,0.487419,239.306.385.000.000.000,27.242.983.000.000.000,1,B,?,L,D,B,A,B,B,A,A,B,A,A,B,D,D,A,A,E,A,A,C,G,A,A,A,A,A,A,A,B,B,C,B,B,A,A,A,B,B,A,B,A,B,B,B,A,A,A,A,B,A,B,B,A,C,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604398,2,9,17848140,1,1,14,7,2,CBDBABDAABABA,BDAADDCADADDA,CCBDBCBDDDDBB,CABCBCAABABBB,1,1,270915231,0.972972973000000,0.972972973000000,0.808029000000000,0.357172,294.502.025.000.000.000,19.677.807.000.000.000,-0.098841000000000,0.498017,244.439.927.000.000.000,27.835.329.000.000.000,1,B,C,A,B,B,B,B,?,B,A,B,A,A,?,D,F,A,A,B,B,B,B,C,A,A,C,A,B,B,A,B,?,B,?,?,?,?,?,B,C,C,B,D,C,B,C,A,C,A,A,A,A,B,B,A,B,C,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848727.351733,1,1,3.702043,3.844505,5.535871,DDDDBCDDDBABA,BADDAACABCDDB,ABCCCDBCDCDBC,ACDBBCCCDBCCD,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,1.513.628.000.000.000,0.365592,333.375.847.000.000.000,24.933.162.000.000.000,-0.270224000000000,0.664527,234.860.933.000.000.000,28.422.367.000.000.000,1,B,B,A,B,B,B,B,B,B,A,B,A,A,C,E,F,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,C,A,B,C,A,B,A,B,C,C,B,C,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847693,1,1,4,4,5,BADDAACDBBDDB,CBAACDCACCADD,ABCCDDACCAADA,CDADACBDCBBDA,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.426.005.000.000.000,0.411459,328.548.401.000.000.000,22.668.660.000.000.000,1.983.729.000.000.000,0.344088,360.839.613.000.000.000,19.231.879.000.000.000,1,A,B,K,D,C,C,B,C,B,A,B,A,A,C,D,D,B,A,G,A,A,A,G,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847677.655524,1,0.220248,15.777019,1.464085,4.100732,DCDDBCDDDBACA,BADDAACDBBDDB,CAADBCBCDDDAA,ABCCDDACCAADB,0.332885,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.872.995.000.000.000,?,353.174.583.000.000.000,27.928.919.000.000.000,1.910.566.000.000.000,?,356.750.362.000.000.000,22.922.226.000.000.000,0.640421,B,A,F,B,C,C,C,B,B,B,B,B,A,C,E,F,A,A,C,A,A,A,B,A,B,B,A,A,A,A,B,C,C,B,C,C,C,B,B,C,C,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044327,3,1,604409,2,9,17848490,1,1,2,2,3,BDAADDCADADDC,DBAABADCBBAAD,DCCABBAABCDDB,ADBAAAACADADD,1,1,270915231,1.184.210.526.300.000,1.184.210.526.300.000,0.146839000000000,0.324835,258.074.844.000.000.000,17.896.253.000.000.000,-0.842166000000000,0.582231,202.893.763.000.000.000,32.542.246.000.000.000,1,B,B,J,C,D,D,C,B,B,B,?,A,A,B,D,F,A,A,G,A,A,A,G,A,A,A,A,A,A,A,A,A,?,?,?,?,?,?,A,C,B,C,A,B,?,D,A,A,A,A,A,A,A,A,A,A,C,4.4,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847693.909553,1,1,11.601895,3.382754,5.391653,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.631610000000000,0.329192,284.782.509.000.000.000,17.303.448.000.000.000,2.187.867.000.000.000,0.394463,372.249.361.000.000.000,17.960.273.000.000.000,1,B,B,F,B,B,B,B,B,A,A,A,B,A,B,C,E,A,A,G,A,A,A,G,A,B,A,A,A,A,A,B,C,B,B,B,A,B,A,B,C,C,B,D,A,B,A,A,A,A,A,A,A,A,A,A,C,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044459,3,2,604416,2,9,17848729.170088,1,1,13.8461,5.82488,6.439044,DBBCABDDABABA,DCCDBCDADBACB,CBCDDCBAACAAD,CCDDBADBDAAAB,1,1,270915232,1.166.666.666.700.000,1.166.666.666.700.000,0.844063000000000,0.414454,296.487.259.000.000.000,17.497.983.000.000.000,-0.159643000000000,0.598789,241.041.562.000.000.000,29.101.123.000.000.000,1,B,B,A,C,B,B,B,B,B,A,A,A,A,C,C,E,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,C,A,B,C,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,C,5.1,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847693.767468,1,1,13.256703,6.882559,1.612383,BADDAADDBBDDB,BCCBBCBBBCADA,ABCCDDACCCADC,AADCBCAACBCBB,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.297.422.000.000.000,0.505248,321.464.331.000.000.000,22.924.128.000.000.000,1.749.391.000.000.000,0.53763,347.741.916.000.000.000,17.789.410.000.000.000,1,B,B,B,C,B,B,B,B,B,A,A,A,A,B,D,D,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,C,B,B,B,C,B,A,B,B,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604386,1,9,17847714,1,1,12,5,7,CADABACACCDCA,BACDDCDDBBAAA,ACBDDADCCDAAD,CDCCBBBDDDCCA,1,1,270915231,1.088.235.294.100.000,1.088.235.294.100.000,-0.287110000000000,0.332171,234.167.135.000.000.000,18.300.417.000.000.000,-0.139412000000000,0.474639,242.172.320.000.000.000,26.528.679.000.000.000,1,B,B,C,B,?,B,B,B,B,B,A,A,A,B,D,D,A,A,C,A,A,A,B,A,A,A,A,A,A,A,A,?,?,?,?,?,B,?,C,B,B,B,D,A,B,A,A,A,A,A,B,A,B,C,A,B,A,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044475,3,1,604418,2,9,17848760,1,1,20,6,2,CCBDACBBBDCDA,BDAADCCADCDDA,AADCCCAACDADB,BDCBBCAAABCBA,1,1,270915231,1.153.846.153.800.000,1.153.846.153.800.000,0.545214000000000,0.373216,280.022.663.000.000.000,20.561.724.000.000.000,1.074.846.000.000.000,0.338863,310.040.026.000.000.000,18.939.842.000.000.000,1,A,B,B,B,B,B,B,B,A,A,A,A,B,B,D,F,A,A,A,B,B,B,C,A,A,A,A,A,A,A,A,B,A,A,B,B,B,C,B,C,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,C,3.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847692,1,1,12,5,7,CAAACDCACCDAA,ABDDAADDABADA,CAADACBDCCADA,CCBADBCDBDDCC,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.631610000000000,0.314075,284.782.509.000.000.000,17.303.448.000.000.000,2.187.867.000.000.000,0.321337,372.249.361.000.000.000,17.960.273.000.000.000,1,B,A,B,B,D,B,C,B,C,B,B,A,B,B,D,E,A,A,F,A,A,A,D,A,A,B,A,A,A,A,A,B,B,B,B,B,B,A,C,C,C,A,D,C,B,B,A,A,A,A,A,A,A,A,A,C,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847704.960271,1,1,5.518655,2.998853,4.451396,BDDDAADDBBDDB,CAAABDCACBCDD,AAACADACCACCD,CBBDBACCCDBDA,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.794154000000000,0.340155,293.737.604.000.000.000,20.974.870.000.000.000,0.435421000000000,0.460892,274.301.074.000.000.000,20.780.823.000.000.000,1,B,B,F,B,C,A,B,B,A,A,A,A,A,B,C,F,A,A,B,A,A,A,B,A,A,B,A,A,A,A,B,C,B,B,C,C,A,C,B,C,C,B,B,B,B,A,A,A,A,A,B,A,A,A,A,B,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604389,2,9,17847846,1,0,4,4,5,.............,.............,.............,.............,0,1,270915231,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847687.862759,1,1,7.763846,6.738274,1,ABBCCBDDABADA,BCBACBBCDADDD,CBBADBCDBBDCC,ACBBCBADBCACB,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.321670000000000,0.33309,267.706.872.000.000.000,19.504.152.000.000.000,1.565.931.000.000.000,0.547057,337.487.910.000.000.000,21.909.066.000.000.000,1,B,B,F,B,C,C,B,B,B,A,B,A,A,C,D,F,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,C,B,B,B,C,C,A,B,B,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847673.481862,1,1,3.281204,4.774317,3.780922,DCDDBCDDDBACA,BADDAACDBBDDB,CAADBCBCDDDAA,ABCCDDACCAADB,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,1.872.995.000.000.000,0.40522,353.174.583.000.000.000,27.928.919.000.000.000,1.910.566.000.000.000,0.627282,356.750.362.000.000.000,22.922.226.000.000.000,0.353823,B,A,F,B,C,C,C,B,B,B,B,B,A,C,E,F,A,A,C,A,A,A,B,A,B,B,A,A,A,A,B,C,C,B,C,C,C,B,B,C,C,B,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604397,2,9,17848120,1,1,18,4,7,BB*AABDDBBBCA,BACAABADBAAAA,AABAADDABBADD,AAABBBDDDCABB,1,1,270915231,1.032.258.064.500.000,1.032.258.064.500.000,-0.690737000000000,0.376971,211.929.966.000.000.000,20.768.600.000.000.000,-1.264.785.000.000.000,0.614597,179.272.603.000.000.000,34.351.257.000.000.000,1,B,B,D,C,C,B,B,C,C,B,A,B,A,C,D,E,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,?,A,?,?,?,?,?,B,C,B,B,A,B,?,?,A,A,A,A,A,A,?,A,A,A,A,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604396,2,9,17848072,1,1,2,2,3,CDAADCCDDCDDB,DABCBCADBBDCD,BBDABCAAABCCB,CCBDACADCCBBB,1,1,270915231,1.260.869.565.200.000,1.260.869.565.200.000,-0.346759000000000,0.351169,230.880.871.000.000.000,19.347.081.000.000.000,0.039215000000000,0.466631,252.156.199.000.000.000,26.081.093.000.000.000,1,B,A,J,F,B,B,A,B,B,A,A,A,A,B,D,D,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,C,B,A,C,A,C,B,B,C,B,B,E,B,B,B,A,A,A,A,A,A,A,B,A,B,C,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604394,1,9,17847995,1,1,12,5,7,CDDDCBBBDACCC,ABBDBAABBCCCC,CACBCCDACDBCD,CABAACCAAACAD,1,1,270915231,1.032.258.064.500.000,1.032.258.064.500.000,-1.737.149.000.000.000,0.528334,154.279.610.000.000.000,29.107.697.000.000.000,-0.059727000000000,0.655916,246.626.100.000.000.000,36.660.672.000.000.000,1,A,B,D,C,D,A,A,B,A,A,B,A,A,B,D,E,A,A,D,A,B,B,B,A,B,B,A,A,A,B,A,C,C,C,C,B,C,C,B,C,C,B,B,E,B,C,A,A,A,A,B,A,A,B,A,B,A,4.5,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847689.26362,1,1,6.588564,6.146644,5.87979,ABBCCBDDABADA,BCBACBBCDADDD,CBBADBCDBBDCC,ACBBCBADBCACB,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,0.321670000000000,0.346761,267.706.872.000.000.000,19.504.152.000.000.000,1.565.931.000.000.000,0.469834,337.487.910.000.000.000,21.909.066.000.000.000,0.182483,B,B,F,B,C,C,B,B,B,A,B,A,A,C,D,F,A,A,C,A,A,A,B,A,A,B,A,A,A,A,A,C,B,B,B,C,C,A,B,B,C,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604386,1,9,17847741,1,1,21,7,3,AADDCDDDDACDD,CDDDACDADBADA,AACDDCACADDBD,CDDAAACADDCDA,1,1,270915231,1.088.235.294.100.000,1.088.235.294.100.000,-0.509469000000000,0.438395,221.916.630.000.000.000,24.152.655.000.000.000,-0.777746000000000,0.62013,206.494.347.000.000.000,34.660.509.000.000.000,1,B,B,G,B,B,B,E,B,B,A,B,A,A,B,C,B,C,A,E,A,A,A,E,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,B,C,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044475,3,1,604418,2,9,17848763,1,1,2,2,3,BCBBACABACBDC,ACAABCDDBDBDD,BDACBABBAACBC,CDBDAADBBDBBB,1,1,270915231,1.153.846.153.800.000,1.153.846.153.800.000,-1.315.730.000.000.000,0.532078,177.497.000.000.000.000,29.313.966.000.000.000,-0.636727000000000,0.607535,214.376.227.000.000.000,33.956.545.000.000.000,1,B,B,J,H,B,B,B,B,A,A,B,A,A,B,D,E,A,A,A,B,A,A,A,B,?,B,A,A,A,A,A,?,?,A,?,?,?,?,C,C,C,B,?,?,?,?,?,B,B,?,B,A,?,C,A,C,?,3.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044289,3,1,604386,1,9,17847733,1,1,20,6,2,CCABACBBBCCDB,BABADCCADADDA,DAABDBAACBCCA,AACBACAAAADAA,1,1,270915231,1.088.235.294.100.000,1.088.235.294.100.000,0.093119000000000,0.347489,255.115.229.000.000.000,19.144.338.000.000.000,-0.029938000000000,0.523077,248.291.076.000.000.000,29.235.991.000.000.000,1,B,A,C,D,D,A,A,B,A,B,B,A,C,C,D,F,A,B,D,A,A,B,G,A,A,A,A,A,A,A,A,?,?,?,?,?,?,A,B,B,C,B,C,E,B,A,C,A,A,B,B,B,A,B,A,B,D,4.8,'ABAIXO DA MEDIA'
2015,2,27,2709152,2,27044270,3,2,604385,2,9,17847683.402126,1,1,19.374748,4.943962,3.181103,BCBBCDABBBDBC,BAADCACDBBACB,CBDCCBCDBACAB,ACBCCBBCCDABB,1,1,270915232,1.031.250.000.000.000,1.031.250.000.000.000,-0.241158000000000,0.395791,236.698.785.000.000.000,19.308.020.000.000.000,0.027263000000000,0.514789,251.488.174.000.000.000,23.808.902.000.000.000,1,B,B,F,C,B,A,C,B,B,A,B,A,A,B,C,D,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,C,B,B,B,C,A,B,B,C,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,5.8,'ACIMA DA MEDIA'
2015,2,27,2709152,2,27044297,3,1,604398,2,9,17848143,1,1,14,7,2,CDDACBDAABBDB,CCBDAADADACAA,ABDBBDBADDACD,BDCDBCAAABDAD,1,1,270915231,0.972972973000000,0.972972973000000,-1.073.167.000.000.000,0.41019,190.860.611.000.000.000,22.598.746.000.000.000,-0.364399000000000,0.552952,229.597.273.000.000.000,30.905.774.000.000.000,1,B,A,D,B,B,A,B,B,A,A,B,A,A,B,D,F,A,A,G,B,B,A,G,A,A,A,A,A,A,A,B,?,?,B,?,?,?,?,A,C,C,A,A,D,B,A,A,A,A,A,A,A,A,A,A,A,A,4.5,'ABAIXO DA MEDIA'
